event_id,v_kms,radiant_energy_J,E_kin_J,E_kgTNT,E_ktTNT
E0047,27.281389508302937,21201.364064158308,5044538.507074071,1.2056736393580476,1.2056736393580475e-06
E0048,48.1722617106737,15973411.85730656,551868612.8546585,131.89976406660097,0.00013189976406660097
E0049,19.40688163129342,29516.30130289048,9466209.961391397,2.26247848025607,2.26247848025607e-06
E0050,22.595134731180742,41934.5065755782,12687668.813497255,3.0324256246408354,3.0324256246408352e-06
E0051,12.390200296803291,9322466.312065504,3092601336.4254417,739.1494589926964,0.0007391494589926964
E0052,53.70699200761334,66688927.85284577,2238425955.508773,534.9966432860356,0.0005349966432860356
E0053,47.2370953993777,36538.16199467757,1276674.7541836747,0.30513258943204463,3.051325894320446e-07
E0054,49.37376506719576,160472.5798239556,5485317.69697903,1.3110223941154469,1.311022394115447e-06
E0055,53.3786386441643,593259.1439449795,19927077.49270268,4.762685825215746,4.762685825215746e-06
E0056,36.322536103532016,7637621.2084461665,540138240.0547491,129.09613768038938,0.00012909613768038937
E0057,42.143283385503366,51346.912825379695,2084828.2382061922,0.498285907793067,4.98285907793067e-07
E0058,19.409240900765845,201269.3867062494,64547634.12923771,15.427254811003277,1.5427254811003277e-05
E0059,18.070093897406597,1323945.3568397916,429967304.8549942,102.76465221199669,0.0001027646522119967
E0060,47.425356974895,704389.4773767701,24550108.65830484,5.867616792137868,5.8676167921378685e-06
E0061,36.96809892558602,158152.1655517928,10252857.0476711,2.4504916461929014,2.4504916461929017e-06
E0062,41.957513643503006,247139.1953760316,10134875.03236966,2.4222932677747755,2.4222932677747754e-06
E0063,52.54493944304936,25123.68579305057,845707.9916629517,0.20212906110491197,2.0212906110491197e-07
E0064,45.64007096003131,203920.55516935405,7324902.924282544,1.7506938155551015,1.7506938155551015e-06
E0065,41.33970823487378,193593.1596285943,8232324.131222906,1.967572689106813,1.967572689106813e-06
E0066,41.637979519506914,484993.49282970425,20252976.01919389,4.840577442445959,4.840577442445959e-06
E0067,28.109355197318447,113694.1776970818,25137689.470694356,6.008051976743393,6.008051976743393e-06
E0068,13.633345232100789,753756.0621881095,249508434.3821072,59.63394703205239,5.963394703205239e-05
E0069,35.1460216293152,2042549.801234139,171327641.36139423,40.948289044310286,4.0948289044310285e-05
E0070,23.372987659435047,421059.4919768908,124419303.02382989,29.73692710894596,2.9736927108945957e-05
E0071,33.65201811740572,604512.2789139075,63823957.271090135,15.25429189079592,1.5254291890795922e-05
E0072,57.230362883212806,348758.0799706048,11653381.381920408,2.785224995678874,2.785224995678874e-06
E0073,24.39879275086306,316276.9299171319,89851999.04819514,21.475143175954862,2.147514317595486e-05
E0074,15.090045309520498,83705.41871058996,27603318.977401834,6.597351572036767,6.597351572036767e-06
E0075,26.91334627716581,566494.1238249697,138773965.16242623,33.16777370038868,3.316777370038868e-05
E0076,27.56046916163423,264344.7693053395,61435399.457521856,14.683412872256659,1.4683412872256657e-05
E0077,47.08157528052544,14946332.76461383,523378807.7997999,125.09053723704587,0.00012509053723704588
E0078,41.52270407408776,5736987.742488734,241223985.51719114,57.65391623259826,5.765391623259827e-05
E0079,53.54660508263992,643690.7111582517,21612945.795551196,5.165618019969215,5.165618019969215e-06
E0080,47.20861763735154,77545.07712302725,2710555.336694027,0.6478382735884385,6.478382735884385e-07
E0081,33.53850365632374,40744.67166105164,4378565.31363306,1.0465022260117256,1.0465022260117256e-06
E0082,55.14308038729984,2837359.480892508,95006339.87297647,22.707060199086154,2.2707060199086155e-05
E0083,20.849564755108307,513096.88741801545,161270935.50397277,38.54467865773728,3.8544678657737276e-05
E0084,13.203739876094604,765798.8727134246,253707600.31453165,60.63757177689571,6.063757177689571e-05
E0085,16.772536621109012,12715.43465658942,4163947.3357904335,0.9952072982290711,9.952072982290712e-07
E0086,50.28504558161187,1745624.3255422877,59315695.38779972,14.17679144067871,1.417679144067871e-05
E0087,36.47949320332353,730358.8070288657,50545733.49092237,12.080720241616245,1.2080720241616246e-05
E0088,20.547404288780896,40893.61015426446,12916720.697568875,3.0871703388070926,3.0871703388070924e-06
E0089,38.55537308047827,132672.26820771597,7125464.664374546,1.7030269274317749,1.7030269274317748e-06
E0090,20.072541443797924,514012.5982141325,163488569.52827975,39.074705910200706,3.907470591020071e-05
E0091,48.904979879120006,348316.0114859776,11950740.128216485,2.8562954417343414,2.8562954417343415e-06
E0092,35.64628260542363,184613.3280084437,14377913.865198366,3.436403887475709,3.436403887475709e-06
E0093,32.19412498311357,261342.10542764104,34538571.356576905,8.254916672222013,8.254916672222013e-06
E0094,27.98014072483745,198800.7861358613,44493335.80053507,10.63416247622731,1.063416247622731e-05
E0095,45.40497743530109,418841.7926220092,15123403.137072759,3.6145800996827817,3.614580099682782e-06
E0096,31.17606835932969,4755471.446837882,729192663.5807446,174.28122934530225,0.00017428122934530225
E0097,16.645445723753355,2796.8762252760653,916500.0658544657,0.21904877290976713,2.1904877290976713e-07
E0098,18.25431281238731,204418.30759723228,66290767.35349214,15.843873650452233,1.5843873650452232e-05
E0099,62.98057622112427,437733.6536098728,14597409.436181389,3.488864587997464,3.488864587997464e-06
E0100,60.15477660750317,545500.54867916,18201641.658831786,4.350296763583123,4.350296763583123e-06
E0101,49.08447809196973,159392.6660910317,5460634.0402158955,1.3051228585602044,1.3051228585602044e-06
E0102,26.091107957354534,12434.335294038534,3227139.492539883,0.7713048500334329,7.713048500334329e-07
E0103,63.366347999429365,578623.9250484064,19294867.299692973,4.611583962641724,4.611583962641724e-06
E0104,53.27379791018711,7618687.694628881,255967557.4783453,61.17771450247259,6.117771450247258e-05
E0105,49.99518002542677,18746.09769724144,638083.9192739974,0.15250571684368963,1.5250571684368963e-07
E0106,35.8161596136208,1552610.1141587498,117971172.56694004,28.195786942385286,2.8195786942385286e-05
E0107,26.42880277779343,172655.2630566409,43811869.328366384,10.471288080393496,1.0471288080393496e-05
E0108,17.108720994135464,282449.31338729727,92322314.89630654,22.065562833725274,2.2065562833725274e-05
E0109,59.837927016823606,45465.41833271863,1517190.343964227,0.36261719502013073,3.6261719502013073e-07
E0110,36.156143361181385,170779.2343308421,12361905.7763581,2.9545663901429493,2.9545663901429494e-06
E0111,22.72525833414721,3467653.3483117474,1045373359.4385916,249.85022931132687,0.00024985022931132685
E0112,28.215701079984584,924962.6442752976,202427361.57196677,48.381300566913666,4.838130056691367e-05
E0113,42.69863715392049,7688635.709061199,303779098.7040872,72.60494710900745,7.260494710900746e-05
E0114,21.36895749577928,2766492.589237396,861309762.3336191,205.8579737891059,0.0002058579737891059
E0115,57.4005570568959,710017.9743022062,23721649.549488753,5.6696103129753235,5.669610312975324e-06
E0116,52.20153508126614,7855025.892358728,264693780.5401984,63.263331869072275,6.326333186907227e-05
E0117,50.13153666539965,709895.66964416,24143577.977596976,5.770453627532738,5.770453627532738e-06
E0118,34.9009311080805,1453418.0233722068,126513302.28254753,30.237404943247498,3.0237404943247498e-05
E0119,45.24736855722949,183123.14447968884,6636511.248374296,1.586164256303608,1.586164256303608e-06
E0120,42.95719235237499,357467.5738003412,13961945.844332868,3.336985144439022,3.336985144439022e-06
E0121,46.44186988240546,87510.65638987988,3095342.200711248,0.739804541278979,7.398045412789789e-07
E0122,16.47554902041412,1957343.949371426,641935577.8825079,153.42628534476768,0.00015342628534476766
E0123,34.03779231504231,36087.52531221188,3587934.9713501916,0.8575370390416328,8.575370390416328e-07
E0124,14.205551214680302,1336227.0954089332,441744504.11776406,105.57947039143501,0.000105579470391435
E0125,38.1815134199595,222576.42062184148,12451634.56517165,2.976012085366073,2.976012085366073e-06
E0126,29.482644253637623,2735254.081632202,522497009.9224421,124.87978248624333,0.00012487978248624333
E0127,19.65978200990049,1260942.233293421,403200601.72219217,96.36725662576295,9.636725662576295e-05
E0128,17.480357289295238,9047256.976726567,2950478364.355998,705.1812534311658,0.0007051812534311658
E0129,43.14516232541874,1215121.633460045,47085624.1091846,11.25373425171716,1.125373425171716e-05
E0130,21.041427332454965,17473.012816891427,5473547.319027273,1.3082092062684687,1.3082092062684688e-06
E0131,61.03136627397025,279535.8167580022,9325065.967678579,2.2287442561373276,2.2287442561373277e-06
E0132,42.79624040412094,36508.52153474266,1436079.8038739911,0.34323131067734014,3.4323131067734014e-07
E0133,30.384099640346363,121723.9749813206,20787614.364252325,4.9683590736740735,4.968359073674074e-06
E0134,43.31852104851509,5116615.081692453,196887022.0825202,47.057127648785894,4.70571276487859e-05
E0135,13.208605164573967,1023356.7269742748,339032968.9248084,81.03082431281271,8.103082431281271e-05
E0136,62.8036383017966,87268.12743293234,2910259.442244514,0.6955687003452471,6.955687003452472e-07
E0137,37.56208215797371,48868.17347014696,2939312.9934398807,0.7025126657361092,7.025126657361092e-07
E0138,53.48496704426517,335912.12035261415,11280310.885934373,2.6960590071544868,2.696059007154487e-06
E0139,16.384689995889243,33631.936974837874,11034789.301914223,2.6373779402280646,2.637377940228065e-06
E0140,37.792891534422495,91851.8225416927,5373738.103814971,1.2843542313133296,1.2843542313133296e-06
E0141,38.00747070078961,561833.430492631,32057783.665389027,7.661994183888391,7.66199418388839e-06
E0142,61.70480211367409,2656131.845958305,88593670.04481885,21.174395326199534,2.1174395326199535e-05
E0143,42.301586775932,970530.476878974,39086592.58708797,9.34191983439005,9.341919834390049e-06
E0144,37.09493825601855,4644.814701797995,296211.1108705334,0.07079615460576802,7.079615460576802e-08
E0145,26.14971014387036,553979.1036207943,143232354.85358804,34.23335441051339,3.42333544105134e-05
E0146,29.573156859155265,361099.4763107881,68244456.22553708,16.3108164974993,1.6310816497499303e-05
E0147,39.59563733099151,677816.6431085542,32889030.345623348,7.860666908609787,7.860666908609787e-06
E0148,35.26230739616747,6208229.245311845,511744153.94158393,122.309788226956,0.000122309788226956
E0149,13.145440233657514,7069.836635428362,2342470.2423639833,0.5598638246567837,5.598638246567837e-07
E0150,55.79347198230096,106443.0376456713,3561303.0426996606,0.8511718553297468,8.511718553297468e-07
E0151,59.49652090750764,939128.581803016,31342647.674878154,7.4910725800378,7.4910725800378e-06
E0152,19.43320171692637,17168.18879273313,5504386.327392441,1.3155799061645415,1.3155799061645413e-06
E0153,41.363915607569616,4794675.706037391,203578858.16163042,48.65651485698624,4.865651485698624e-05
E0154,17.75451428017851,623283.0121392446,202888711.31024855,48.49156580072862,4.849156580072862e-05
E0155,47.62872493111002,1504067.020623195,52286655.907057665,12.496810685243227,1.2496810685243228e-05
E0156,26.90539054346744,110470.18232351851,27078288.65455215,6.471866313229482,6.4718663132294815e-06
E0157,46.94939963867079,1415829.4836820085,49674263.460095085,11.872433905376454,1.1872433905376455e-05
E0158,50.53071455720478,2263483.040327834,76808618.23371655,18.35770034266648,1.835770034266648e-05
E0159,52.73831707163582,485626.5430692122,16338073.313996136,3.904893239482824,3.904893239482824e-06
E0160,17.71027013566252,486990.7521781914,158572278.71891904,37.8996842062426,3.78996842062426e-05
E0161,60.54862779229322,520324.8784262128,17359664.522198625,4.149059398231029,4.149059398231029e-06
E0162,24.201341517428684,64464.97049215836,18468091.875248466,4.413979893701832,4.413979893701832e-06
E0163,13.982865477337528,240977.8114444144,79707410.99381036,19.05052844020324,1.905052844020324e-05
E0164,41.407180877748615,238771.2175731953,10110816.848579548,2.4165432238478846,2.4165432238478845e-06
E0165,31.65888104470925,640789.0643130097,91681085.91720475,21.912305429542243,2.1912305429542246e-05
E0166,55.978856386017895,1994616.455033308,66721223.42000778,15.946755119504727,1.594675511950473e-05
E0167,54.837328019408,44995.71262706523,1507290.72532074,0.3602511293787619,3.6025112937876193e-07
E0168,28.808361319603915,251184.4647974208,51750477.16810132,12.3686608910376,1.23686608910376e-05
E0169,62.50366793869648,4843557.258243412,161532182.66203487,38.607118227063786,3.8607118227063784e-05
E0170,27.418645421426287,80376.56034591993,18907437.893682804,4.518986112256885,4.518986112256885e-06
E0171,39.29802784928087,69534.44396789794,3467149.5835849657,0.8286686385241314,8.286686385241313e-07
E0172,25.566149800082947,459034.10480599606,122995474.33229524,29.396623884391786,2.9396623884391788e-05
E0173,61.610309212595055,1497987.372352286,49965369.21668122,11.942009851023236,1.1942009851023236e-05
E0174,20.72421433184696,322954.1312581093,101720243.06336142,24.311721573461142,2.4311721573461143e-05
E0175,14.380262827793436,3657366.413584381,1208557478.2551126,288.852169755046,0.00028885216975504604
E0176,35.06014418016101,1532622.4612889644,130229051.1279397,31.12549023134314,3.112549023134314e-05
E0177,64.59590489495936,1490925.8802421794,49710720.529297285,11.881147354038548,1.1881147354038548e-05
E0178,59.25889511151044,877593.1021865839,29291599.84226746,7.000860382951114,7.000860382951114e-06
E0179,51.67622503121831,23020909.644613188,777172763.99748,185.7487485653633,0.0001857487485653633
E0180,59.21200201656182,216705.85678532897,7233169.217959055,1.7287689335466192,1.7287689335466193e-06
E0181,59.35267190398675,7891.910771736083,263400.27620633534,0.06295417691356008,6.295417691356008e-08
E0182,39.4994931004818,6073002.909863943,297233165.5262372,71.04043153112744,7.104043153112744e-05
E0183,28.74423974703203,136094.4626654708,28230538.74988046,6.747260695478121,6.747260695478121e-06
E0184,52.91665890188237,385748.5972680846,12971628.108840024,3.100293525057367,3.1002935250573673e-06
E0185,47.06804694789134,3528909.7194318795,123596586.65710767,29.540293178085005,2.9540293178085008e-05
E0186,31.803859630306636,16526.936831391715,2314866.626848117,0.5532664022103531,5.53266402210353e-07
E0187,17.00673340726031,31526.96965284593,10311027.250635685,2.4643946583737297,2.46439465837373e-06
E0188,51.57984940149838,16556.84756304419,559156.3673296489,0.13364157918968664,1.3364157918968666e-07
E0189,25.910407343911828,73230.32608202528,19223645.517104127,4.59456154806504,4.59456154806504e-06
E0190,61.6510969782903,710737.5891577362,23706465.209834296,5.665981168698446,5.6659811686984455e-06
E0191,24.77144047530129,830520.34223648,231978601.1116911,55.444216326886014,5.544421632688602e-05
E0192,18.50617041780876,526040.6957053109,170228354.97638792,40.68555329263574,4.0685553292635735e-05
E0193,56.04897162262002,23430.809488911716,783718.6876174569,0.1873132618588568,1.873132618588568e-07
E0194,20.124068781098185,4486.59895334962,1426010.5515607249,0.34082470161585204,3.4082470161585204e-07
E0195,21.50122033236017,349528.72140820906,108533468.67327431,25.94012157583038,2.594012157583038e-05
E0196,43.76728795060471,132610.88490492266,5018182.526542217,1.1993744088294016,1.1993744088294016e-06
E0197,58.35178816438562,737069.8003052309,24611435.900757767,5.882274354865623,5.882274354865623e-06
E0198,22.411037282872385,1152292.939917916,350356175.1232728,83.73713554571529,8.373713554571529e-05
E0199,28.447154663705025,407937.0450045746,87255587.02857773,20.854585809889514,2.0854585809889513e-05
